neighborhood,price,beds,baths,extra,state,locality,lga,hood,zipcode
sabosabo yaba lagos,600000,1,1,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,Sabo yaba,
apple junction amuwo odofin lagos,1200000,3,3,3 bedroom flat / apartment for rent apple junction amuwo odofin lagos.. ,Lagos,Lagos,Amuwo Odofin,Amuwo Odofin Estate,
palmgroovepalmgroove shomolu lagos,800000,2,2,lovely.. ,Lagos,Lagos,Mushin,Onipanu,
onipanonipanu shomolu lagos,1000000,2,2,serviced newly builtlovely.. ,Lagos,Lagos,Mushin,Onipanu,
iyana-oworokosofe kosofe ikosi lagos,750000,3,2,"a very clean & renovated 3bd flat @ iyana oworo. lagos, with 3toilets and baths,.. ",Lagos,Lagos,Kosofe,Gbagada,100242
very decent and lovely mini flat at abule captain new house nice environment secure area with prepaid meter and pop selling abule egba abule egba lagos,300000,1,1,furnished newly builtvery decent and lovely mini flat at abule egba captain new house nice environmen.. ,Lagos,Lagos,Alimosho,Abule Egba,
new london baruwa ipaja road lagos baruwa ipaja lagos,600000,2,4,furnished serviced newly builtnewly built 2bd at new london baruwa ipaja road lagos pop ceiling all round tile.. ,Lagos,Lagos,Alimosho,Idimu,
-ago palace okota lagos,650000,3,4,furnished newly builtnewly built executive 3 bedroom apartment with modern facilities on a good envir.. ,Lagos,Lagos,,,
behind readington school olokonla ajah lagos,700000,5,2,rent = 700k agency = 10% legal = 10% caution = 50k service charge = 102k .. ,Lagos,Lagos,Eti Osa,Eti-Osa,
alagomeji alagomeji yaba lagos,1800000,1,1,furnished servicedlovely executive serviced and furnished miniflat @ alagomeji yaba. it is well fu.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
ogudu ori oke ogudu orike ogudu lagos,1000000,2,2,2 bedroom flat / apartment for rent ogudu ori oke ogudu-orike ogudu lagos.. ,Lagos,Lagos,Kosofe,Ogudu,100242
ebute mettaadekunle yaba lagos,1000000,2,2,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,,
mende maryland lagos,1500000,3,3,"servicedfor rent 3 bedroom flat all rooms en suite with a room boy quarter and serviced,.. ",Lagos,Lagos,Kosofe,Mende,
christ avenue lekki phase 1 lekki lagos,130000,3,1,rent 130k monthly .. ,Lagos,Lekki,Eti Osa,Lekki Phase I,
"off whitesand avenue, elf bus stop lekki lagos",1500000,5,1,servicedrent = 1.5m agency = 10% legal = 10% caution = 150k service charge = 500k (i.. ,Lagos,Lekki,Eti Osa,Lekki Phase I,
"alasia, opposite lagos business school (lbs)ajah lagos",750000,5,2,newly builtrent = 750k agency = 10% legal = 10% caution = 10% service charge = 100k.. ,Lagos,Lagos,Eti Osa,Aja,
harmony estateado ajah lagos,600000,1,1,standard miniflat available. brand new big parlor visitors toilets parking l.. ,Lagos,Lekki,Eti Osa,Langbasa,
onipanonipanu shomolu lagos,250000,1,1,newly builtlovely.. ,Lagos,Lagos,Mushin,Onipanu,
fadeyijibowu yaba lagos,400000,1,1,furnishedlovely.. ,Lagos,Lagos,,Jibowu,
lagos business schoololokonla ajah lagos,600000,1,1,newly builtquickly grab your newly built room and parlor in a well gated estate with tarred.. ,Lagos,Lagos,Eti Osa,Aja,
...ago palace okota lagos,850000,3,3,newly built3 bedroom flat / apartment for rent ago palace okota lagos.. ,Lagos,Lagos,Oshodi/Isolo,,
...adeniyi jones ikeja lagos,2000000,3,2,just out in adeniyi jones 2 bedroom luxery apartment all rooms ensuite 3 peopl.. ,Lagos,Ikeja,Ikeja,,
"wosilatu dawudu str,iree 1igbogbo ikorodu lagos",120000,5,1,"annual rent:-120,000 a&c:-30,000 total package:-150,000.. ",Lagos,Ikorodu,Ikorodu,Ikorodu,
emily avenueigbogbo ikorodu lagos,250000,5,2,"furnished newly builtannual rent:-250,000 a&c:-50,000 total package:-300,000.. ",Lagos,Ikorodu,Ikorodu,Ikorodu,
ado ajah lagos,1100000,3,4,"newly builtto let a newly built 3bed flat ensuit with pop at ado road, ajah .. ",Lagos,Lagos,Eti Osa,Aja,
thomas estateajah lagos,1500000,3,3,a standard and spacious 3 bedroom flat is available for rent immediately at thom.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
chief yesufu abiodun oniru road oniru victoria island lagos,2000000,2,2,servicedrent = 2m agency = 10% legal = 10% service charge = 1m (generator powered).. ,Lagos,Lagos,Eti Osa,Maroko,
yabatech gra yaba lagos,2500000,3,3,to let: serviced/decent and spacious 3 bedroom flat all ensuites with a room b.. ,Lagos,Lagos,Surulere,Yaba,
sabosabo yaba lagos,2500000,4,4,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,Sabo yaba,
behind hot breadsangotedo ajah lagos,1000000,2,2,newly builtthe road leading to this property was properly tarred from the express to the ho.. ,Lagos,Lagos,Eti Osa,Aja,
oguniake street lekki phase 1 lekki lagos,2000000,3,1,rent 2m sc 300k caution 100k agency 200k legal 200k.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,
marwa behind lagoon schlekki phase 1 lekki lagos,1800000,3,1,rent 1.8m sc 300k agency and legal 10%.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,
fadeyijibowu yaba lagos,450000,1,1,furnishedlovely.. ,Lagos,Lagos,,Jibowu,
genesis est aboru iyana ipaja lagos ipaja road ipaja lagos,600000,2,3,furnished newly builttype ????newly built 2bed location ????at genesis est aboru iyana ipaja lagos .. ,Lagos,Lagos,Alimosho,Ipaja,100001
baruwa ipaja road lagos baruwa ipaja lagos,400000,2,3,furnished serviced newly builtnewly built 2bed at baruwa ipaja road lagos pop ceiling all round tiles kitchen .. ,Lagos,Lagos,Alimosho,Idimu,
close to fola agoroshomolu shomolu lagos,550000,1,1,"serviced newly builta brand newly built mini flat @ shomolu with 2 toilets n bath, in a block of fla.. ",Lagos,Lagos,Shomolu,Abule ijesha,100001
"alasia, opposite lagos business school (lbs)ajah lagos",900000,1,3,newly builtrent = 900k legal = 10% agency = 10% caution = 10% service charge = 100k.. ,Lagos,Lagos,Eti Osa,Aja,
ebute mettaadekunle yaba lagos,600000,1,1,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,,
mellenium estate gbagadamillenuim ups gbagada lagos,1900000,3,3,nice 3 bedroom flat ground floor at millenium estate gbagada lagos state for ren.. ,Lagos,Lagos,Kosofe,Gbagada,100242
road 13 off admirathy way lekki phase 1 lekki phase 1 lekki lagos,1800000,4,1,rent 1.8m p. a one year and 4months 2.4m sc 900k agency and legal 10% each.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,105102
...omole phase 1 ojodu lagos,900000,2,2,lovely 2bedroom at magodo phase 1 very nice and spaciouse all roomensuilte 900.. ,Lagos,Ojodu,Ikeja,Isheri,
baruwa ipaja road lagos ipaja road ipaja lagos,500000,2,3,furnished serviced newly builtnewly built 2bed at baruwa ipaja road lagos pop ceiling all round tiles kitchen .. ,Lagos,Lagos,Alimosho,Idimu,
professor kumi lekki phase 1 lekki lagos,1100000,3,1,rent 1.1m sc 300k agency 10% legal 10%.. ,Lagos,Lekki,,Lekki Phase 1,
lekki palm city ajah lagosajah lagos,1700000,3,3,"newly builta newly built 3 bedroom flat with all rooms ensuit, waderobe,visitors toilet is .. ",Lagos,Lekki,Eti Osa,Aja,
-ago palace okota lagos,1500000,3,4,furnished newly builtnewly built executive lovely sharp 3 bedroom apartment with modern facilities on.. ,Lagos,Lagos,,,
okota lagos,900000,3,3,this lovely brand new 3 bedroom apartment is available for rent in a secure and .. ,Lagos,Lagos,Oshodi/Isolo,Okota,
...amuwo odofin amuwo odofin lagos,1500000,2,3,furnishedexecutive lovely sharp 2 bedroom apartment with modern facilities on a good envi.. ,Lagos,Lagos,,Amuwo Odofin,
oguniake street lekki phase 1 lekki lagos,2000000,3,1,rent 2m sc 300k agency and legal 10 % each.. ,Lagos,Lagos,Eti Osa,Lekki Phase I,
...apple junction amuwo odofin lagos,1000000,3,4,furnishedexecutive lovely sharp 3 bedroom apartment with modern facilities on a good envi.. ,Lagos,Lagos,Amuwo Odofin,Amuwo Odofin Estate,
bayo ajayi street agidingbi ikeja lagos,1500000,3,4,3 bedroom shared apartment flat / apartment for rent bayo ajayi street agidingb.. ,Lagos,Ojodu,Ikeja,Agidingbi,
ilado areaigbogbo ikorodu lagos,350000,5,3,"furnished serviced newly builtannual rent:-350,000 a&c:-100,000 total package:-450,000.. ",Lagos,,,,
josadat estate soluyi gbagada lagos,1600000,3,3,"nicely finished 3brm flat with all rooms ensuite and guest toilet, with 100kva s.. ",Lagos,Lagos,Kosofe,Gbagada,100242
iwaya iwaya yaba lagos,1000000,2,2,newly builtthis is a lovely newly built 2 bedroom flat @ iwaya yaba. it is fenced round wi.. ,Lagos,Lagos,Lagos Mainland,Lagos Mainland,
ocean palms estate ajah lagos,1200000,2,2,rent = 1.2m caution = 80k legal = 10% agency = 10% service charge = 600k(inc.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
"behind blenco supermarket, sangotedo ajah lagos",750000,5,1,newly builtrent = 750k agency = 10% legal = 10% caution = 50k service charge = 60k.. ,Lagos,Sangotedo,Eti Osa,Eti-Osa,
opposite omole phase 1 by grammar school omole phase 1 ojodu lagos,1500000,3,3,newly builtthere is a brand new 3 bedroom flat all room ensuit with a guest toilet and bath.. ,Lagos,Ojodu,Ikeja,Isheri,
orchid hotel roadlekki phase 2 lekki lagos,2500000,3,4,brand new 3 bedroom apartment features: • new. • secured estate. • all roo.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,
somoluonipanu shomolu lagos,300000,1,1,newly builtlovely.. ,Lagos,Lagos,Shomolu,Somolu,
"festival road, oniruoniru victoria island lagos",1500000,5,1,rent 1.5m sc 500k agency and legal 300k.. ,Lagos,Lagos,Eti Osa,Victoria Island,
oniru estateoniru victoria island lagos,1400000,4,1,rent 1.4m sc 400k caution 100k agency and legal 240k.. ,Lagos,Lagos,Eti Osa,Ikoyi,
alagomejialagomeji yaba lagos,1200000,2,2,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
onipanpalmgroove shomolu lagos,350000,1,1,newly builtlovely.. ,Lagos,Lagos,,Somolu,
off happy land estate ajah lagos,1100000,2,2,serviced newly builtrent = 1.1m agency = 10% legal = 10% caution = 100k service charge = 120k.. ,Lagos,,,,
chemist akoka yaba lagos,400000,1,1,servicedthis is a lovely selfcontain @ akoka yaba. it is well furnished with well made .. ,Lagos,Lagos,Shomolu,Akoka,100213
thomas estate ajahajah lagos,900000,1,1,newly builta newly built 1 bedroom mini flat is available for rent immediately at thomas es.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
fola agoro yaba lagos,1200000,1,1,newly builta newly built & tastefully finished miniflat for rent.. location:off morroco ya.. ,Lagos,Lagos,Shomolu,,
sabosabo yaba lagos,1000000,1,1,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,Sabo yaba,
owode bus stopado ajah lagos,500000,1,1,pay and park in.. ,Lagos,Lekki,Eti Osa,Lambasa,
off ogudu roadogudu ogudu lagos,800000,2,2,"a clean & spacious 2bd flat @ ogudu, lagos, with 2toilets and bath, in a block o.. ",Lagos,Lagos,Kosofe,,100242
off admiralty waylekki phase 1 lekki lagos,1850000,1,2,serviced      serviced executive mini flat apartment                         .. ,Lagos,Lekki,Eti Osa,Eti-Osa,
...magodo gra phase 1 ojodu lagos,2000000,3,3,"3bedroom. flat. all. rooms. ensuit. in. magodo. phase. 1,. isheri. 2milion. up. .. ",Lagos,Lagos,,,
...adeniyi jones ikeja lagos,1000000,1,1,"*to let* clean mini flat duplex with extra room, with dining within an estate.. ",Lagos,Ikeja,Ikeja,,
elegunshi ikate estateikate lekki lagos,2000000,5,3,servicedrent n2m agency 10% legal 10% caution n100k service charge n450k monthly ch.. ,Lagos,Lekki,Eti Osa,Ikate Elegushi,
akoka yaba lagos,650000,3,3,massive 3bedroom flat for rent.. features upstairs all room ensuite wall war.. ,Lagos,Lagos,,Lagos Mainland,
millenuim ups gbagada lagos,1300000,3,3,newly builta newly built & tastefully finished 3bedroom flat for rent.. location: medina e.. ,Lagos,Lagos,Kosofe,Gbagada,100242
...amuwo odofin amuwo odofin lagos,1000000,2,3,furnishedexecutive lovely sharp 2 bedroom apartment with modern facilities on a good envi.. ,Lagos,Lagos,,Amuwo Odofin,
off bajulaiye road shomolu shomolu lagos,1200000,1,2,"exquisitely finished newly built 2bedroom flat, mini store, 3t/2b, balcony off b.. ",Lagos,Lagos,Shomolu,Igbobi,100001
obadia- off ilaje roadbariga shomolu lagos,350000,1,1,"furnisheda newly renovated mini flat @ obadiah, ilaje, bariga, lagos, with 1toilet and ba.. ",Lagos,Lagos,Shomolu,Akoka,
palmgroovepalmgroove shomolu lagos,1000000,3,4,furnishedvery decent standard 3bed room flat all room e ensuit with guest toilet. for 1m .. ,Lagos,Lagos,Mushin,Onipanu,
executive 2bedroom flat at aboru iyana ipaja genesis estate new house very decent and lovely nice environment secure estate with prepaid meter and pop selling with wordrop alimosho lagos,600000,2,3,furnished newly builtexecutive 2bedroom flat at aboru iyana ipaja genesis estate new house very decen.. ,Lagos,Lagos,,,
3 bedroom flat up balogun ikejabalogun ikeja lagos,1200000,2,2,newly renovated 2 bedroom flat up at balogun ikeja lagos state for rent 1.2m.. ,Lagos,Ikeja,Ikeja,Allen,
executive 3bedroom at new oko oba abule egba queen estate very decent and beautiful nice environment secure area with prepaid meter and pop selling upstairs all ensuite big compared abule egba abule egba lagos,900000,3,4,furnished newly builtexecutive 3bedroom at new oko oba abule egba very decent and beautiful new house.. ,Lagos,Lagos,Agege,Agege,
palmgroovepalmgroove shomolu lagos,1400000,3,2,newly builtlovely.. ,Lagos,Lagos,Mushin,Onipanu,
magodo gra phase 1 ojodu lagos,2000000,3,3,*executive finished and very spacious 3 bedroom flat all room ensuit with a gu.. ,Lagos,Lagos,,,
"lamina str,unity bus stopigbogbo ikorodu lagos",150000,5,1,"furnished serviced newly builtannual rent:-150,000 a&c:-60,000 caution fee:-10,000 total package:-220,000.. ",Lagos,Ikorodu,Ikorodu,Ikorodu,
folagorofola agoro yaba lagos,600000,1,1,serviced newly builtlovely.. ,Lagos,Lagos,Shomolu,,
alagomeji alagomeji yaba lagos,1600000,1,1,furnished servicedthis is a lovely new executive furnished miniflat @ alagomeji yaba. it is fence.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
lekki palm city ajah lagosajah lagos,1200000,2,2,a newly built 2 bedroom flat is available for rent immediately at lekki palm cit.. ,Lagos,Lekki,Eti Osa,Aja,
greenville estate badoreajah lagos,700000,1,1,serviced newly builta newly built 1 bedroom service apartment mini flat is available for rent immedi.. ,Lagos,Lekki,Eti Osa,Lambasa,
off coker road ilupeju coker road ilupeju lagos,2500000,5,3,rent 2.5m utilities bill 150k caution 250k agency and legal 10% each .. ,Lagos,Lagos,Mushin,Mushin,
unity estate ado road ajahajah lagos,1000000,3,3,newly builta standard and spacious 3 bedroom flat is available for rent immediately at unit.. ,Lagos,Lekki,Eti Osa,Aja,
ebute mettaadekunle yaba lagos,550000,1,1,newly builtlovely.. ,Lagos,Lagos,Lagos Mainland,,
mende maryland lagos,1500000,3,3,"luxury 3 bed rooms flat, all in suites, large compound concrete design all aroun.. ",Lagos,Lagos,Kosofe,Mende,
idita bode thomas surulere lagos,2500000,3,3,furnished newly builtthis is a lovely brand new 3 bedroom flat @ bode thomas surulere. it is well f.. ,Lagos,Lagos,Surulere,Surulere,
lekki palm city ajah lagos... ajah lagos,900000,1,1,newly builta newly built 1 bedroom mini flat is available for rent immediately at lekki pal.. ,Lagos,Lekki,Eti Osa,Aja,
oniru estate oniru victoria island lagos,2000000,3,2,rent 2m sc 300k agency and legal 10% each .. ,Lagos,Lagos,Eti Osa,Ikoyi,
wole olatejulekki phase 1 lekki lagos,1850000,5,1,rent 1.850 sc 300k agency 10% legal 10%.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
gated street/mini estateoniru victoria island lagos,2500000,2,3,servicednewly refurbished 2bedroom serviced penthouse with a/c at oniru inside a gated s.. ,Lagos,Lagos,Eti Osa,Victoria Island,
igando new town igando ikotun igando lagos,400000,2,3,"newly built2bedroom all ensuite with extra toilet for visitors, pop ceilings, prepaid mete.. ",Lagos,Lagos,Alimosho,Ikotun,
lagos ebute metta yaba lagos,1800000,4,4,this is a lovely newly renovated 4 bedroom flat @ ebutemetta yaba. it is well f.. ,Lagos,Lagos,,Ebute Metta,
off mobil estate roadilaje ajah lagos,800000,2,2,2 bedroom flat / apartment for rent off mobil estate road ilaje ajah lagos.. ,Lagos,Lekki,Eti Osa,Aja,
sholuyi gbagadasoluyi gbagada lagos,1000000,2,2,newly builtnewly built 2bedroom flat with necessary facilities.. ,Lagos,Lagos,Kosofe,Gbagada,
alafia estateigbogbo ikorodu lagos,200000,2,2,"annual rent:-200,000 a&c:-70,000 total package:-270,000.. ",Lagos,,Ikorodu,Ikorodu,
lekki palm city ajah lagosajah lagos,1650000,2,3,serviced newly builta newly built 2 bedroom flat serviced apartmentis available for rent immediately.. ,Lagos,Lekki,Eti Osa,Aja,
palace road oniru victoria island lagos,2500000,1,1,fully service mini flat with fitted kitchen and ac located in the heart of oniru.. ,Lagos,Lagos,Eti Osa,Maroko,
adebalakowe ajah lagos,500000,3,3,3 bedroom flat / apartment for rent adeba lakowe ajah lagos.. ,Lagos,Lagos,Ibeju Lekki,,
zina estateajah lagos,750000,1,1,"a newly built and spacious mini flat with dinning, pop ceiling, water heater, wa.. ",Lagos,Lekki,Eti Osa,Aja,
"behind ascon filling station, lekki 1lekki phase 1 lekki lagos",1800000,1,1,"servicedup for lease, 1 bedroom mini flat location: lekki phase 1 rent comes in at.. ",Lagos,I,Eti Osa,Lekki Phase I,
johnson omorinre lekki phase 1 lekki lagos,1700000,4,1,rent 1.7 m 300k sc 43k agency 10% legal 10%.. ,Lagos,Lekki,Eti Osa,Lekki Phase I,
mike ajiezelekki phase 1 lekki lagos,1600000,1,1,serviced newly builtbeautifully designed tastefully finished serviced 1 bedroom apartment at mike aj.. ,Lagos,Lekki,,Lekki Phase 1,
...omole phase 2 ojodu lagos,1200000,4,3,newly builtto let : 3bedroom flat to let at omole extension olowora 4people in a compound m.. ,Lagos,Lagos,Ikeja,Isheri,
omodisu street agric ikorodu lagos,350000,5,1,rent 400k agency 60k legal 60k caution 50k .. ,Lagos,Ikorodu,Ikorodu,Ikorodu,
...omole phase 2 ojodu lagos,1600000,3,3,lovely spaciouse renovated 3bedroom 3toilet 2bath in a very nice location just .. ,Lagos,Lagos,Ikeja,Isheri,
off blenco supermarket peninsula estate ajah lagos,1200000,5,3,rent = 1.2m agency = 10% legal = 10% caution = 100k service charge = 150k.. ,Lagos,Lagos,Eti Osa,Aja,
ebute mettaebute metta yaba lagos,500000,1,1,newly builtlovely.. ,Lagos,Oworonshoki,Surulere,Yaba,
fadeyijibowu yaba lagos,400000,1,1,furnishedlovely.. ,Lagos,Lagos,,Jibowu,
tapaebute metta yaba lagos,500000,1,1,newly builtthis is a lovely newly built miniflat @ ebute metta yaba. it is fenced round w.. ,Lagos,Lagos,Lagos Mainland,Adekunle,
executive 2bedroom at abule egba captain new house very decent and lovely with prepaid meter and pop selling upstairs all ensuite nice environment secure area abule egba abule egba lagos,470000,2,3,furnished newly builtexecutive 2bedroom at abule egba captain new house very decent and lovely with p.. ,Lagos,Lagos,Alimosho,Abule Egba,
